When required data will be repartitioned into - 6779 partitions
+------------+-----+
|partition_id|count|
|        2490|   54|
|        2491|   42|
|        2493|  143|
|        2495|  150|
|        2496|  103|
|        2497|   63|
|        2500|  139|
|        2502|   53|
|        2503|   43|
|        2505|  111|
|        2506|  102|
|        2507|   40|
|        2508|   47|
|        2509|   97|
|        2512|   60|
|        2513|   55|
|        2514|  100|
|        2515|  106|
|        2516|   60|
|        2517|   38|
|        2519|  150|
|        2520|   64|
|        2522|  123|
|        2523|   98|
|        2524|   52|
|        2525|   52|
|        2526|   86|
|        2527|   79|
|        2528|  172|
|        2529|   99|
|        2530|  103|
|        2531|  101|
|        2533|   45|
|        2534|   62|
|        2537|  114|
|        2538|   49|
|        2540|  105|
|        2541|   60|
|        2543|   56|
|        2544|   52|
|        2546|   63|
|        2548|   53|
|        2549|   54|
|        2552|   51|
|        2553|  103|
|        2554|   45|
|        2558|   45|
|        2559|   58|
|        2561|   47|
|        2562|   54|
|        2564|  104|
|        2565|   46|
|        2566|   51|
|        2568|  100|
|        2569|  141|
|        2570|   32|
|        2572|   86|
|        2573|   46|
|        2575|   95|
|        2580|   61|
|        2581|   48|
|        2583|   51|
|        2584|   52|
|        2585|   46|
|        2586|  114|
|        2587|   43|
|        2588|  178|
|        2589|  197|
|        2590|   48|
|        2591|   53|
|        2592|   55|
|        2595|   59|
|        2597|   45|
|        2598|   97|
|        2599|  165|
|        2600|   40|
|        2602|   51|
|        2603|  108|
|        2604|   47|
|        2605|   56|
|        2606|  153|
|        2607|   51|
|        2608|   86|
|        2609|  170|
|        2610|   93|
|        2611|   94|
|        2613|  112|
|        2614|   51|
|        2615|   42|
|        2620|  114|
|        2621|   39|
|        2622|   51|
|        2624|   48|
|        2625|  128|
|        2627|   95|
|        2628|  106|
|        2629|   51|
|        2631|   39|
|        2632|   53|
|        2634|   48|
|        2635|  105|
|        2636|  111|
|        2637|   40|
|        2638|   56|
|        2639|   35|
|        2640|  140|
|        2642|  100|
|        2643|   79|
|        2645|   90|
|        2646|  108|
|        2648|  103|
|        2649|   49|
|        2650|   57|
|        2651|   33|
|        2653|   86|
|        2654|   52|
|        2656|   47|
|        2658|   98|
|        2659|   52|
|        2660|   40|
|        2661|  111|
|        2663|   94|
|        2664|  106|
|        2665|   64|
|        2670|   43|
|        2671|  118|
|        2675|   44|
|        2676|   52|
|        2677|  109|
|        2678|   49|
|        2679|   64|
|        2682|   53|
|        2683|  139|
|        2684|   97|
|        2685|   50|
|        2686|   53|
|        2688|   42|
|        2689|  102|
|        2692|   45|
|        2696|   96|
|        2697|   57|
|        2698|   54|
|        2699|   89|
|        2701|   44|
|        2702|   48|
|        2705|   51|
|        2706|   55|
|        2707|   58|
|        2708|   46|
|        2711|  103|
|        2714|   44|
|        2716|   43|
|        2719|   44|
|        2720|   46|
|        2721|   98|
|        2722|   37|
|        2724|   54|
|        2725|   54|
|        2726|   46|
|        2730|   43|
|        2731|   91|
|        2732|   44|
|        2734|   55|
|        2736|   48|
|        2737|   28|
|        2738|  107|
|        2742|   42|
|        2745|   41|
|        2747|  163|
|        2748|   98|
|        2749|  143|
|        2750|   99|
|        2751|   58|
|        2752|   61|
|        2753|   48|
|        2757|   92|
|        2758|   64|
|        2759|   51|
|        2761|   97|
|        2762|   42|
|        2765|   51|
|        2767|   43|
|        2769|  210|
|        2770|   96|
|        2771|   96|
|        2774|   98|
|        2776|   86|
|        2777|  158|
|        2778|   52|
|        2779|   55|
|        2781|  109|
|        2787|   39|
|        2789|   53|
|        2790|  107|
|        2792|  107|
|        2793|   45|
|        2794|  109|
|        2795|   58|
|        2796|   48|
|        2797|  101|
|        2798|   52|
|        2799|   47|
|        2800|   85|
|        2801|   56|
|        2804|   90|
|        2806|   56|
|        2807|   50|
|        2810|   85|
|        2812|   56|
|        2813|   37|
|        2814|   58|
|        2815|  105|
|        2816|   54|
|        2817|   63|
|        2819|   47|
|        2820|  118|
|        2821|   52|
|        2823|   51|
|        2824|   58|
|        2825|   49|
|        2827|   52|
|        2830|  100|
|        2831|   91|
|        2832|   53|
|        2833|  132|
|        2835|  125|
|        2836|   95|
|        2837|  154|
|        2838|   55|
|        2839|   43|
|        2840|   42|
|        2842|   45|
|        2843|  100|
|        2844|  162|
|        2847|  213|
|        2848|   53|
|        2849|   38|
|        2852|  145|
|        2854|  113|
|        2855|  102|
|        2856|  133|
|        2857|   54|
|        2859|   54|
|        2860|  109|
|        2861|  131|
|        2862|  211|
|        2863|   53|
|        2864|  108|
|        2865|   50|
|        2867|   88|
|        2868|  101|
|        2872|   58|
|        2874|   38|
|        2875|  116|
|        2878|   79|
|        2879|   56|
|        2880|   80|
|        2882|   41|
|        2885|   42|
|        2887|   50|
|        2888|   92|
|        2889|   42|
|        2890|   55|
|        2891|   87|
|        2892|  110|
|        2894|   46|
|        2897|   92|
|        2899|  107|
|        2900|   96|
|        2901|   61|
|        2902|   53|
|        2905|  107|
|        2907|   93|
|        2908|   51|
|        2909|   49|
|        2910|   60|
|        2912|   57|
|        2913|   55|
|        2914|   45|
|        2915|   52|
|        2916|   40|
|        2917|   52|
|        2918|   43|
|        2919|   56|
|        2922|  136|
|        2925|  100|
|        2926|   59|
|        2927|  156|
|        2928|   50|
|        2931|   45|
|        2934|   43|
|        2935|   49|
|        2938|  132|
|        2939|   46|
|        2940|   49|
|        2941|   66|
|        2942|  108|
|        2945|   56|
|        2946|   43|
|        2947|   45|
|        2948|   52|
|        2949|   50|
|        2950|   53|
|        2951|   58|
|        2954|   44|
|        2958|   99|
|        2959|   42|
|        2960|   51|
|        2962|  109|
|        2963|   54|
|        2965|   97|
|        2966|  167|
|        2967|   59|
|        2970|   43|
|        2973|   49|
|        2974|   80|
|        2975|   52|
|        2977|   38|
|        2980|   49|
|        2982|   51|
|        2983|   42|
|        2984|   40|
|        2986|   62|
|        2987|   52|
|        2990|   45|
|        2992|   57|
|        2993|   50|
|        2994|   55|
|        2996|  108|
|        3003|   50|
|        3004|   46|
|        3005|  156|
|        3006|  110|
|        3007|  102|
|        3008|   61|
|        3012|   98|
|        3015|   93|
|        3016|   56|
|        3017|   61|
|        3018|  116|
|        3019|   48|
|        3020|  105|
|        3021|   54|
|        3022|   54|
|        3023|  148|
|        3024|  187|
|        3026|  150|
|        3028|   36|
|        3029|  117|
|        3033|   59|
|        3035|  105|
|        3036|   61|
|        3040|   44|
|        3041|   56|
|        3044|  151|
|        3045|   96|
|        3047|   50|
|        3049|   54|
|        3050|   61|
|        3052|   56|
|        3054|  152|
|        3056|   25|
|        3057|   45|
|        3060|  105|
|        3061|   52|
|        3063|   94|
|        3064|   49|
|        3065|  104|
|        3066|  159|
|        3067|   43|
|        3068|   51|
|        3069|   60|
|        3070|   96|
|        3071|   51|
|        3073|   51|
|        3075|   42|
|        3076|  103|
|        3077|  120|
|        3081|   61|
|        3083|  188|
|        3084|   55|
|        3085|  161|
|        3087|   49|
|        3088|  159|
|        3089|   60|
|        3091|   46|
|        3092|  170|
|        3093|   49|
|        3094|   51|
|        3095|   56|
|        3096|   56|
|        3098|   95|
|        3100|   93|
|        3101|  102|
|        3102|  113|
|        3105|  103|
|        3106|   45|
|        3107|   46|
|        3108|  142|
|        3109|   63|
|        3110|  125|
|        3111|   39|
|        3112|  144|
|        3119|   46|
|        3121|  119|
|        3122|   43|
|        3123|   46|
|        3125|  101|
|        3128|  114|
|        3129|   53|
|        3130|   55|
|        3132|   50|
|        3133|   57|
|        3134|   58|
|        3135|   54|
|        3137|   60|
|        3138|  209|
|        3140|   83|
|        3141|  102|
|        3143|  105|
|        3144|   48|
|        3147|   94|
|        3149|   57|
|        3150|   60|
|        3151|   40|
|        3153|  102|
|        3154|   98|
|        3155|   88|
|        3157|   57|
|        3161|   47|
|        3162|   62|
|        3164|  144|
|        3165|   98|
|        3166|  214|
|        3167|  107|
|        3169|   53|
|        3170|  103|
|        3171|   46|
|        3173|   90|
|        3174|  101|
|        3177|  102|
|        3179|   37|
|        3180|  234|
|        3181|   56|
|        3182|   90|
|        3184|   58|
|        3185|   46|
|        3189|   99|
|        3190|  102|
|        3191|   44|
|        3192|  119|
|        3194|  152|
|        3195|   46|
|        3196|   58|
|        3200|   51|
|        3202|  149|
|        3204|   53|
|        3205|  121|
|        3206|  170|
|        3210|   55|
|        3212|   39|
|        3217|  141|
|        3218|   62|
|        3223|   49|
|        3224|   49|
|        3225|  124|
|        3227|   51|
|        3229|   48|
|        3230|  140|
|        3231|   47|
|        3232|   44|
|        3233|   92|
|        3235|   93|
|        3236|   54|
|        3237|   90|
|        3238|   51|
|        3239|   59|
|        3240|   51|
|        3241|   59|
|        3242|  148|
|        3243|  155|
|        3245|   98|
|        3247|   51|
|        3251|   46|
|        3252|   95|
|        3253|   34|
|        3254|   39|
|        3255|   64|
|        3256|  108|
|        3257|  160|
|        3258|  143|
|        3259|  191|
|        3260|   37|
|        3262|  149|
|        3263|   51|
|        3264|  149|
|        3265|  144|
|        3266|   47|
|        3267|   91|
|        3270|   42|
|        3271|   53|
|        3272|   47|
|        3277|   70|
|        3279|  128|
|        3280|   53|
|        3282|   50|
|        3287|   46|
|        3288|   93|
|        3289|  109|
|        3291|   66|
|        3292|   59|
|        3294|  206|
|        3295|  168|
|        3296|   53|
|        3297|  174|
|        3298|   86|
|        3299|   79|
|        3300|   62|
|        3302|   94|
|        3303|   50|
|        3304|   54|
|        3305|   62|
|        3306|   52|
|        3307|   44|
|        3308|   68|
|        3309|   85|
|        3310|   93|
|        3313|   42|
|        3314|   55|
|        3316|   94|
|        3317|   53|
|        3318|   99|
|        3319|   61|
|        3321|   90|
|        3322|   53|
|        3324|   61|
|        3325|   48|
|        3326|   87|
|        3328|   49|
|        3330|   97|
|        3331|   48|
|        3332|   62|
|        3333|   39|
|        3334|   41|
|        3335|  108|
|        3337|   52|
|        3338|   92|
|        3339|   55|
|        3341|   41|
|        3342|  131|
|        3343|   47|
|        3346|   57|
|        3347|  158|
|        3349|   60|
|        3351|   84|
|        3352|   94|
|        3353|   54|
|        3354|   90|
|        3355|  128|
|        3356|   89|
|        3360|   50|
|        3363|   49|
|        3364|   37|
|        3366|   42|
|        3370|   39|
|        3372|   55|
|        3373|   89|
|        3374|   55|
|        3375|   56|
|        3376|   55|
|        3377|   59|
|        3381|   88|
|        3382|   61|
|        3384|   41|
|        3389|   35|
|        3394|  152|
|        3395|   38|
|        3397|   62|
|        3403|  199|
|        3408|   49|
|        3409|   90|
|        3410|   57|
|        3411|   42|
|        3412|   43|
|        3413|   56|
|        3414|   92|
|        3416|   50|
|        3417|   56|
|        3418|   56|
|        3420|  109|
|        3423|   40|
|        3425|   46|
|        3428|  206|
|        3429|   56|
|        3432|   41|
|        3435|   53|
|        3436|   82|
|        3438|   52|
|        3439|   58|
|        3441|   41|
|        3442|   57|
|        3443|  154|
|        3444|   55|
|        3446|   45|
|        3449|   52|
|        3450|   49|
|        3451|   59|
|        3454|   41|
|        3455|   53|
|        3456|   49|
|        3457|   66|
|        3458|   46|
|        3460|   49|
|        3461|   59|
|        3465|   53|
|        3467|   39|
|        3468|  206|
|        3469|   46|
|        3470|  110|
|        3471|   94|
|        3472|  106|
|        3473|   51|
|        3475|   43|
|        3476|   43|
|        3477|  186|
|        3479|  103|
|        3480|  107|
|        3481|   97|
|        3482|   51|
|        3483|  106|
|        3487|  140|
|        3488|  201|
|        3490|   49|
|        3493|  150|
|        3494|  160|
|        3496|   82|
|        3497|   86|
|        3498|  101|
|        3500|   54|
|        3501|   46|
|        3502|   58|
|        3503|   52|
|        3504|   43|
|        3506|   57|
|        3507|   88|
|        3512|   55|
|        3513|   52|
|        3514|   92|
|        3515|   61|
|        3517|   43|
|        3518|  120|
|        3521|   45|
|        3522|   38|
|        3523|  168|
|        3524|   54|
|        3525|   48|
|        3526|   88|
|        3528|  131|
|        3530|   58|
|        3532|   85|
|        3534|   96|
|        3535|   48|
|        3539|   81|
|        3542|   86|
|        3543|   49|
|        3544|   60|
|        3545|  112|
|        3547|   52|
|        3548|  102|
|        3551|   45|
|        3556|   57|
|        3557|   40|
|        3558|   46|
|        3559|   46|
|        3560|  112|
|        3563|   50|
|        3564|   55|
|        3565|   62|
|        3566|  152|
|        3567|   34|
|        3568|  118|
|        3569|   45|
|        3571|  118|
|        3572|   56|
|        3573|   48|
|        3574|   63|
|        3577|   84|
|        3579|  146|
|        3581|  137|
|        3582|   58|
|        3583|   55|
|        3584|   52|
|        3586|   97|
|        3587|   96|
|        3589|   48|
|        3590|   46|
|        3594|   86|
|        3597|  108|
|        3599|  105|
|        3600|   53|
|        3601|   48|
|        3602|   90|
|        3603|   54|
|        3604|   43|
|        3606|  125|
|        3607|   93|
|        3609|   49|
|        3610|  194|
|        3612|  108|
|        3614|   38|
|        3615|   51|
|        3617|   52|
|        3618|   43|
|        3621|   90|
|        3626|  163|
|        3627|   95|
|        3628|   44|
|        3633|   57|
|        3634|  106|
|        3635|   54|
|        3636|   39|
|        3637|  116|
|        3642|  100|
|        3644|  154|
|        3645|   91|
|        3647|   45|
|        3651|  106|
|        3653|   50|
|        3655|   45|
|        3659|   65|
|        3660|   33|
|        3664|   50|
|        3665|   91|
|        3667|  114|
|        3670|   39|
|        3671|   36|
|        3672|   50|
|        3673|  116|
|        3674|   43|
|        3675|   95|
|        3678|   98|
|        3679|   62|
|        3681|  197|
|        3682|  104|
|        3683|   49|
|        3684|   54|
|        3685|   42|
|        3686|   47|
|        3687|   49|
|        3688|  106|
|        3690|   95|
|        3691|   60|
|        3692|  258|
|        3693|   46|
|        3695|  102|
|        3698|   50|
|        3699|   52|
|        3700|  141|
|        3703|   36|
|        3704|   43|
|        3705|   46|
|        3707|   99|
|        3708|   41|
|        3709|   61|
|        3718|   90|
|        3719|   51|
|        3720|   50|
|        3721|   93|
|        3722|   41|
|        3724|   62|
|        3725|   45|
|        3727|  164|
|        3728|  126|
|        3729|   58|
|        3730|   92|
|        3731|   99|
|        3732|   50|
|        3734|   55|
|        3735|   67|
|        3737|   46|
|        3738|   91|
|        3739|   48|
|        3745|  147|
|        3746|  118|
|        3747|  129|
|        3748|  162|
|        3750|   99|
|        3751|  115|
|        3752|   45|
|        3753|   55|
|        3754|   45|
|        3756|   50|
|        3758|   64|
|        3761|   46|
|        3762|  186|
|        3763|  147|
|        3768|  154|
|        3771|   52|
|        3772|   44|
|        3773|  108|
|        3774|   47|
|        3776|  103|
|        3777|  132|
|        3779|  105|
|        3780|   59|
|        3783|   52|
|        3785|   49|
|        3786|   52|
|        3787|   32|
|        3788|   53|
|        3790|   40|
|        3793|   45|
|        3794|   68|
|        3795|   44|
|        3797|  108|
|        3800|   49|
|        3803|   61|
|        3805|   54|
|        3807|   93|
|        3808|   52|
|        3810|   62|
|        3812|  207|
|        3813|   43|
|        3814|   45|
|        3816|  118|
|        3817|  144|
|        3818|   49|
|        3819|   93|
|        3820|   51|
|        3821|   42|
|        3822|   49|
|        3826|   99|
|        3827|  115|
|        3828|  140|
|        3830|   47|
|        3832|   51|
|        3835|   54|
|        3837|   52|
|        3839|   46|
|        3840|   95|
|        3841|  157|
|        3844|   86|
|        3845|   45|
|        3846|   45|
|        3847|  111|
|        3848|  136|
|        3851|   47|
|        3853|   45|
|        3854|   44|
|        3857|  103|
|        3859|  110|
|        3861|   48|
|        3862|   48|
|        3865|   48|
|        3866|  100|
|        3867|   43|
|        3869|   55|
|        3870|   40|
|        3871|  156|
|        3874|   46|
|        3876|  102|
|        3880|   94|
|        3882|  216|
|        3883|   55|
|        3884|   43|
|        3885|   58|
|        3886|   50|
|        3890|   51|
|        3891|   51|
|        3893|   53|
|        3898|  143|
|        3900|  103|
|        3902|   62|
|        3903|  105|
|        3904|   96|
|        3907|  156|
|        3908|   41|
|        3909|   51|
|        3912|  137|
|        3913|   62|
|        3914|  100|
|        3915|   41|
|        3916|  106|
|        3917|   48|
|        3919|   56|
|        3920|   49|
|        3923|   47|
|        3924|   92|
|        3925|  177|
|        3927|   58|
|        3928|  158|
|        3930|   95|
|        3931|  115|
|        3935|   74|
|        3936|  113|
|        3938|   49|
|        3941|  141|
|        3943|   85|
|        3944|   48|
|        3945|  244|
|        3947|   43|
|        3948|  199|
|        3950|   69|
|        3951|   58|
|        3954|   99|
|        3956|   91|
|        3957|   52|
|        3960|   58|
|        3961|   91|
|        3964|   57|
|        3965|   87|
|        3966|   42|
|        3967|   59|
|        3968|   84|
|        3969|  107|
|        3970|   49|
|        3971|   49|
|        3972|  101|
|        3973|   58|
|        3975|   48|
|        3977|   64|
|        3978|   76|
|        3979|  152|
|        3980|  109|
|        3981|   51|
|        3985|   87|
|        3986|   46|
|        3987|  116|
|        3988|   45|
|        3989|   42|
|        3990|   97|
|        3991|  100|
|        3992|   42|
|        3993|   44|
|        3994|   46|
|        3998|  106|
|        4000|  107|
|        4001|  142|
|        4002|   90|
|        4003|   64|
|        4004|   50|
|        4005|   50|
|        4006|   49|
|        4007|  114|
|        4009|  242|
|        4010|   84|
|        4013|   52|
|        4016|  117|
|        4017|   47|
|        4018|   58|
|        4020|   50|
|        4024|   48|
|        4027|  168|
|        4028|   47|
|        4029|   53|
|        4030|  108|
|        4032|  105|
|        4036|   59|
|        4037|   54|
|        4038|   46|
|        4039|   83|
|        4040|   56|
|        4041|   44|
|        4043|   36|
|        4044|   43|
|        4045|   62|
|        4046|  148|
|        4048|   52|
|        4052|   45|
|        4055|  108|
|        4056|   44|
|        4057|   53|
|        4058|  162|
|        4059|   49|
|        4061|  108|
|        4062|   43|
|        4063|   37|
|        4064|   58|
|        4066|   43|
|        4068|   49|
|        4070|  165|
|        4071|  109|
|        4072|  156|
|        4074|   49|
|        4075|  176|
|        4081|   44|
|        4083|   54|
|        4084|  107|
|        4085|  277|
|        4086|  215|
|        4088|  100|
|        4089|   60|
|        4091|   49|
|        4092|  143|
|        4093|  180|
|        4097|   58|
|        4098|   52|
|        4099|   66|
|        4100|   85|
|        4101|   54|
|        4103|  144|
|        4105|   51|
|        4106|   92|
|        4107|  206|
|        4108|   50|
|        4109|   54|
|        4111|   42|
|        4112|   54|
|        4113|   50|
|        4114|  106|
|        4115|   49|
|        4116|   48|
|        4120|   61|
|        4121|   57|
|        4122|   57|
|        4125|  162|
|        4127|  155|
|        4128|   52|
|        4129|   86|
|        4130|   47|
|        4131|   32|
|        4132|  108|
|        4134|  104|
|        4136|  266|
|        4137|  101|
|        4138|   94|
|        4140|   47|
|        4143|  150|
|        4145|   94|
|        4151|   53|
|        4152|   99|
|        4153|   45|
|        4155|   96|
|        4156|   45|
|        4157|   45|
|        4158|   96|
|        4160|   54|
|        4161|   41|
|        4162|   82|
|        4163|   44|
|        4164|   46|
|        4166|   53|
|        4167|   57|
|        4171|  112|
|        4175|  108|
|        4176|   47|
|        4177|   61|
|        4179|   47|
|        4181|   46|
|        4182|   44|
|        4183|  157|
|        4184|  106|
|        4185|   44|
|        4186|   54|
|        4188|   52|
|        4191|  111|
|        4192|   46|
|        4193|  144|
|        4194|   48|
|        4198|   61|
|        4199|   60|
|        4200|   43|
|        4201|   94|
|        4202|  150|
|        4204|   49|
|        4205|  163|
|        4210|  110|
|        4211|   59|
|        4213|   47|
|        4214|   97|
|        4216|   39|
|        4219|   49|
|        4220|   94|
|        4221|   52|
|        4222|  105|
|        4224|   55|
|        4225|   55|
|        4227|   99|
|        4229|   53|
|        4230|   43|
|        4231|   44|
|        4233|   51|
|        4234|   52|
|        4235|  106|
|        4236|  102|
|        4237|  114|
|        4239|   99|
|        4240|   49|
|        4241|   56|
|        4246|   58|
|        4248|   51|
|        4249|   62|
|        4251|   57|
|        4252|   52|
|        4253|   60|
|        4254|   52|
|        4255|   59|
|        4256|   49|
|        4259|   53|
|        4260|   86|
|        4261|   50|
|        4262|  115|
|        4266|   54|
|        4268|   46|
|        4269|  105|
|        4270|   90|
|        4272|  127|
|        4273|   92|
|        4276|   54|
|        4277|   50|
|        4279|   95|
|        4281|   66|
|        4282|  119|
|        4283|   41|
|        4284|   57|
|        4285|   45|
|        4286|   44|
|        4287|  104|
|        4288|  157|
|        4289|   45|
|        4291|  112|
|        4294|   43|
|        4297|   50|
|        4298|   49|
|        4299|  100|
|        4303|   50|
|        4308|  112|
|        4309|   51|
|        4312|   48|
|        4316|   55|
|        4318|   95|
|        4319|  148|
|        4323|   96|
|        4327|  103|
|        4329|   93|
|        4330|   43|
|        4336|   59|
|        4337|   59|
|        4338|   48|
|        4339|  314|
|        4340|   49|
|        4341|  169|
|        4343|   64|
|        4345|   83|
|        4346|   45|
|        4347|  195|
|        4349|   50|
|        4350|   58|
|        4351|   42|
|        4353|   57|
|        4354|   56|
|        4357|   49|
|        4359|   95|
|        4360|   45|
|        4364|   54|
|        4365|   47|
|        4366|   89|
|        4368|   96|
|        4369|  274|
|        4371|   41|
|        4372|   53|
|        4373|   90|
|        4375|   88|
|        4376|  122|
|        4377|   53|
|        4378|   55|
|        4379|   51|
|        4380|   46|
|        4381|   96|
|        4382|   52|
|        4383|   79|
|        4385|   83|
|        4386|   68|
|        4387|   50|
|        4388|   94|
|        4390|   51|
|        4391|   86|
|        4393|  104|
|        4394|  220|
|        4395|   55|
|        4397|   80|
|        4398|  106|
|        4399|   61|
|        4401|  154|
|        4402|  107|
|        4403|   54|
|        4404|   89|
|        4406|   54|
|        4407|   52|
|        4408|   60|
|        4409|  108|
|        4412|  246|
|        4413|   51|
|        4414|   46|
|        4416|   49|
|        4418|   58|
|        4419|   97|
|        4420|   43|
|        4422|  109|
|        4423|   49|
|        4424|  115|
|        4425|   49|
|        4426|   54|
|        4427|  104|
|        4428|  101|
|        4430|  153|
|        4431|   57|
|        4432|  136|
|        4435|   52|
|        4437|   40|
|        4441|  156|
|        4442|   57|
|        4443|   46|
|        4444|   60|
|        4445|  103|
|        4446|   42|
|        4448|   44|
|        4449|  160|
|        4450|   42|
|        4451|   54|
|        4452|  107|
|        4453|   49|
|        4454|  143|
|        4455|   40|
|        4457|  104|
|        4458|  244|
|        4461|   47|
|        4462|   80|
|        4464|   55|
|        4465|   42|
|        4466|   84|
|        4469|   50|
|        4470|   48|
|        4471|   62|
|        4472|  180|
|        4475|  134|
|        4476|   60|
|        4477|  102|
|        4478|   33|
|        4482|   53|
|        4483|   55|
|        4484|   92|
|        4485|   60|
|        4486|   52|
|        4488|   91|
|        4489|   44|
|        4490|  108|
|        4493|   60|
|        4495|   62|
|        4496|   48|
|        4499|  112|
|        4501|   88|
|        4503|   51|
|        4505|   53|
|        4506|   76|
|        4508|   36|
|        4510|  130|
|        4511|  111|
|        4513|   53|
|        4515|   44|
|        4516|   57|
|        4517|   94|
|        4518|  105|
|        4520|  157|
|        4522|  149|
|        4523|   50|
|        4524|   49|
|        4525|   48|
|        4526|  111|
|        4527|   51|
|        4528|   44|
|        4529|  137|
|        4531|   46|
|        4534|   60|
|        4538|   34|
|        4542|   65|
|        4543|   51|
|        4546|  137|
|        4548|   47|
|        4550|   56|
|        4551|   49|
|        4552|  109|
|        4554|   49|
|        4555|   42|
|        4557|   60|
|        4559|   61|
|        4561|   85|
|        4563|  110|
|        4564|  104|
|        4565|  158|
|        4566|   58|
|        4568|   49|
|        4569|  210|
|        4570|   94|
|        4572|  109|
|        4573|   52|
|        4574|   47|
|        4575|   53|
|        4576|   97|
|        4577|   35|
|        4578|   33|
|        4579|   91|
|        4580|   56|
|        4581|  102|
|        4582|   50|
|        4584|   54|
|        4588|   46|
|        4589|   42|
|        4591|   53|
|        4596|   51|
|        4597|   52|
|        4599|  253|
|        4601|   61|
|        4603|  142|
|        4604|  110|
|        4607|   98|
|        4608|  156|
|        4609|   44|
|        4611|   36|
|        4612|   48|
|        4613|   56|
|        4616|  156|
|        4618|   47|
|        4620|   88|
|        4623|  141|
|        4624|   60|
|        4625|   48|
|        4627|   96|
|        4628|   89|
|        4629|   51|
|        4632|   52|
|        4633|   57|
|        4637|   48|
|        4638|  112|
|        4639|   49|
|        4643|   42|
|        4644|   47|
|        4645|   55|
|        4646|  106|
|        4647|  156|
|        4649|   46|
|        4650|   48|
|        4653|   49|
|        4655|  112|
|        4657|   38|
|        4658|   98|
|        4660|   50|
|        4663|  104|
|        4665|   55|
|        4666|  106|
|        4668|   92|
|        4669|   47|
|        4670|   53|
|        4671|   53|
|        4672|   54|
|        4673|   40|
|        4674|   61|
|        4675|  104|
|        4676|   53|
|        4677|   90|
|        4679|   45|
|        4680|   54|
|        4681|   44|
|        4682|   96|
|        4686|  102|
|        4689|   52|
|        4690|  201|
|        4692|  182|
|        4693|   42|
|        4694|   46|
|        4695|   39|
|        4697|   48|
|        4698|  111|
|        4701|   57|
|        4703|   43|
|        4705|   50|
|        4706|   60|
|        4707|   40|
|        4708|  146|
|        4709|   56|
|        4711|   66|
|        4712|   41|
|        4717|   57|
|        4718|  102|
|        4719|   61|
|        4721|   45|
|        4722|   57|
|        4724|  187|
|        4726|   48|
|        4727|   54|
|        4728|  106|
|        4731|   87|
|        4732|   61|
|        4734|   97|
|        4735|   54|
|        4737|  140|
|        4738|   52|
|        4741|  102|
|        4743|  182|
|        4748|   50|
|        4749|  108|
|        4750|  119|
|        4751|  139|
|        4752|   57|
|        4754|  143|
|        4756|   48|
|        4757|   61|
|        4758|   38|
|        4759|  109|
|        4760|   58|
|        4764|  100|
|        4765|   58|
|        4767|  107|
|        4768|  208|
|        4770|  158|
|        4773|   53|
|        4774|   56|
|        4776|   54|
|        4777|   50|
|        4778|  195|
|        4779|   61|
|        4780|   47|
|        4781|   85|
|        4782|   49|
|        4783|  105|
|        4794|   45|
|        4795|   64|
|        4796|   53|
|        4797|   97|
|        4798|   52|
|        4806|   93|
|        4807|   63|
|        4809|   91|
|        4811|  101|
|        4812|  112|
|        4814|   41|
|        4816|   90|
|        4819|   56|
|        4821|   58|
|        4822|   48|
|        4823|   90|
|        4827|   52|
|        4828|   52|
|        4829|  148|
|        4830|   53|
|        4831|   50|
|        4832|   46|
|        4834|  110|
|        4835|   58|
|        4836|   51|
|        4837|  102|
|        4838|  104|
|        4839|   51|
|        4842|   55|
|        4843|   48|
|        4846|   47|
|        4851|   43|
|        4852|   36|
|        4855|   42|
|        4856|   49|
|        4857|  101|
|        4858|  115|
|        4859|   39|
|        4860|   47|
|        4862|  100|
|        4864|  129|
|        4865|   58|
|        4866|   92|
|        4867|  111|
|        4868|  112|
|        4869|  149|
|        4870|  130|
|        4871|   55|
|        4873|   48|
|        4874|  112|
|        4876|   48|
|        4878|   58|
|        4879|   48|
|        4881|  121|
|        4882|   51|
|        4884|  130|
|        4886|   42|
|        4889|  154|
|        4890|  113|
|        4891|  154|
|        4892|   95|
|        4896|   45|
|        4897|   44|
|        4898|   39|
|        4900|   94|
|        4901|  116|
|        4903|   37|
|        4904|  101|
|        4906|   97|
|        4907|   93|
|        4909|  152|
|        4911|  150|
|        4912|  241|
|        4913|   35|
|        4915|   52|
|        4916|  157|
|        4917|   92|
|        4918|   52|
|        4921|   78|
|        4922|   39|
|        4923|  110|
|        4924|   52|
|        4925|  159|
|        4927|   53|
|        4930|   46|
|        4931|   49|
|        4932|   43|
|        4934|   56|
|        4936|  174|
|        4938|   51|
|        4941|   41|
|        4942|   45|
|        4943|  108|
|        4944|   47|
|        4946|   65|
|        4948|   53|
|        4950|   58|
|        4951|  108|
|        4952|   65|
|        4955|   38|
|        4956|   96|
|        4957|  121|
|        4958|   63|
|        4960|   85|
|        4961|   99|
|        4962|  110|
|        4963|   84|
|        4964|   46|
|        4965|   83|
|        4966|   54|
|        4967|  145|
|        4968|  115|
|        4970|   37|
|        4972|   42|
|        4973|   56|
|        4974|   95|
|        4975|   98|
|        4976|  101|
|        4979|   53|
|        4981|   53|
|        4983|  152|
|        4985|  105|
|        4986|   44|
|        4987|   89|
|        4988|   99|
|        4989|   59|
